Name,PublicOrPrivate,Area/Prefecture,SchoolClass,NumStudent,NumBorrower,NumNewBorrowerH27,NumExitLendingH22toH26,NumPostponeSchoolH27_ExitLendingH22toH26,NumPostponeGeneralH27_ExitLendingH22toH26,NumReductionH27_ExitLendingH22toH26,NumPaidUpH27_ExitLendingH22toH26,NumDelayedOver1DayH27_ExitLendingH22toH26,RatioDelayedOver1DayH27_ExitLendingH22toH26,NumDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH27_ExitLendingH22toH26,RatioDelayedOver3MonthsH23_ExitLendingH22,RatioDelayedOver3MonthsH24_ExitLendingH23,RatioDelayedOver3MonthsH25_ExitLendingH24,RatioDelayedOver3MonthsH26_ExitLendingH25,RatioDelayedOver3MonthsH27_ExitLendingH26,NumExitLendingH26,NumDelayedOver3MonthsH27_ExitLendingH26,RatioDelayedOver3MonthsH25_ExitLendingH20toH24,RatioDelayedOver3MonthsH26_ExitLendingH21toH25,NumExitLendingH21toH25,NumDelayedOver3MonthsH26_ExitLendingH21toH25
健康科学大学,私立,関東甲信越,大学（学部）,857,484,136,572,46,9,1,45,22,0.038,3,0.005,0.009,0.047,0,0,0,135,0,0.008,0.003,579,2
江戸川大学,私立,関東甲信越,大学（学部）,1666,682,227,1071,66,44,4,68,102,0.095,44,0.041,0.05,0.05,0.028,0.022,0.052,230,12,0.042,0.04,1001,40
高崎健康福祉大学,私立,関東甲信越,大学（学部）,2415,1190,296,1159,112,21,0,114,34,0.029,10,0.009,0.013,0,0.004,0.007,0.003,294,1,0.007,0.008,980,8
高崎商科大学,私立,関東甲信越,大学（学部）,604,280,85,405,44,9,1,27,30,0.074,10,0.025,0,0.048,0.013,0.021,0.048,83,4,0.018,0.018,386,7
国際医療福祉大学,私立,関東甲信越,大学（学部）,6234,3561,960,3978,423,60,8,440,107,0.027,15,0.004,0.012,0.007,0.005,0.004,0.001,861,1,0.006,0.005,3702,17
国際武道大学,私立,関東甲信越,大学（学部）,1939,1238,350,1743,92,56,4,134,206,0.118,68,0.039,0.054,0.031,0.051,0.042,0.032,378,12,0.044,0.039,1632,64
佐久大学,私立,関東甲信越,大学（学部）,401,142,35,165,17,0,0,17,8,0.048,0,0,0,0,0,0,0,48,0,0,0.017,119,2
埼玉医科大学,私立,関東甲信越,大学（学部）,1776,455,123,583,38,4,1,76,13,0.022,3,0.005,0,0.037,0.016,0.015,0,131,0,0.009,0.004,538,2
埼玉学園大学,私立,関東甲信越,大学（学部）,1339,626,188,711,58,38,5,38,67,0.094,25,0.035,0.087,0.018,0.062,0.053,0.03,164,5,0.049,0.059,646,38
埼玉工業大学,私立,関東甲信越,大学（学部）,2186,838,255,1008,93,40,7,74,65,0.064,22,0.022,0.043,0.03,0.005,0.014,0.016,244,4,0.033,0.021,917,19
作新学院大学,私立,関東甲信越,大学（学部）,856,309,115,321,30,8,0,15,24,0.075,10,0.031,0.034,0.067,0.027,0,0.018,55,1,0.05,0.016,320,5
三育学院大学,私立,関東甲信越,大学（学部）,197,92,19,85,6,1,0,6,6,0.071,0,0,0,0,0,0,0,21,0,0,0,66,0
山梨英和大学,私立,関東甲信越,大学（学部）,639,253,60,379,38,16,3,27,8,0.021,3,0.008,0.029,0,0.043,0,0,73,0,0.031,0.013,375,5
山梨学院大学,私立,関東甲信越,大学（学部）,3314,1593,462,2271,146,60,5,175,185,0.081,45,0.02,0.019,0.031,0.02,0.039,0.021,477,10,0.032,0.026,2228,59
産業能率大学,私立,関東甲信越,大学（学部）,7524,1406,463,1459,189,27,3,123,108,0.074,27,0.019,0.044,0.023,0.012,0.027,0.016,308,5,0.021,0.021,1342,28
自治医科大学,私立,関東甲信越,大学（学部）,420,77,19,156,12,1,0,9,2,0.013,1,0.006,0,0,0,0,0,30,0,0,0,149,0
秀明大学,私立,関東甲信越,大学（学部）,1311,596,185,414,41,13,1,27,37,0.089,11,0.027,0.047,0.016,0.023,0.024,0.01,99,1,0.025,0.021,341,7
十文字学園女子大学,私立,関東甲信越,大学（学部）,2971,1124,356,1360,83,23,3,150,47,0.035,8,0.006,0.024,0.017,0.012,0.01,0,340,0,0.016,0.006,1219,7
淑徳大学,私立,関東甲信越,大学（学部）,4651,2060,597,2642,169,82,9,242,195,0.074,68,0.026,0.041,0.031,0.047,0.016,0.024,546,13,0.038,0.019,2522,49
駿河台大学,私立,関東甲信越,大学（学部）,3275,1561,437,2478,131,91,9,186,190,0.077,78,0.031,0.039,0.045,0.021,0.038,0.042,521,22,0.028,0.027,2367,63
尚美学園大学,私立,関東甲信越,大学（学部）,2550,1003,306,1528,155,60,13,126,134,0.088,42,0.027,0.022,0.026,0.043,0.035,0.027,336,9,0.045,0.041,1407,58
昭和音楽大学,私立,関東甲信越,大学（学部）,1161,493,147,856,70,51,9,66,58,0.068,20,0.023,0.029,0.014,0.023,0.022,0.016,182,3,0.022,0.023,822,19
松蔭大学,私立,関東甲信越,大学（学部）,626,235,88,375,17,7,1,31,27,0.072,9,0.024,0.053,0.08,0.057,0.012,0.051,59,3,0.047,0.041,413,17
松本歯科大学,私立,関東甲信越,大学（学部）,477,112,21,73,24,10,0,8,3,0.041,2,0.027,0,0,0.077,0,0,24,0,0.02,0.017,58,1
松本大学,私立,関東甲信越,大学（学部）,1483,680,207,879,75,23,1,64,45,0.051,11,0.013,0.019,0.039,0.017,0.006,0,196,0,0.02,0.015,785,12
湘南工科大学,私立,関東甲信越,大学（学部）,2052,726,242,1030,69,31,5,85,82,0.08,23,0.022,0.009,0.056,0.059,0.037,0.01,200,2,0.028,0.038,1040,39
上武大学,私立,関東甲信越,大学（学部）,1616,917,318,823,74,25,1,58,94,0.114,26,0.032,0.056,0.029,0.035,0.03,0.05,201,10,0.032,0.035,741,26
城西国際大学,私立,関東甲信越,大学（学部）,4827,2061,639,2386,245,98,13,194,206,0.086,75,0.031,0.033,0.032,0.037,0.048,0.031,579,18,0.037,0.031,2173,68
城西大学,私立,関東甲信越,大学（学部）,7582,3204,849,4209,364,127,13,387,225,0.053,62,0.015,0.022,0.025,0.027,0.016,0.013,963,13,0.027,0.023,3858,87
常磐大学,私立,関東甲信越,大学（学部）,2255,890,278,1400,73,32,6,104,51,0.036,14,0.01,0.015,0.014,0.006,0.015,0.004,280,1,0.016,0.015,1309,20
植草学園大学,私立,関東甲信越,大学（学部）,724,359,106,356,29,6,1,25,22,0.062,6,0.017,0.083,0.054,0.013,0.02,0.036,111,4,0.013,0.008,250,2
新潟リハビリテーション大学,私立,関東甲信越,大学（学部）,430,236,70,120,17,2,0,14,3,0.025,0,0,0,0.111,0,0,0,66,0,0,0,54,0
新潟医療福祉大学,私立,関東甲信越,大学（学部）,3714,2022,597,2044,156,17,4,183,54,0.026,10,0.005,0,0.011,0.005,0.004,0.004,523,2,0.007,0.005,1823,9
新潟経営大学,私立,関東甲信越,大学（学部）,643,302,85,400,22,14,2,27,37,0.093,13,0.033,0,0.057,0.013,0.011,0.022,93,2,0.043,0.03,369,11
新潟工科大学,私立,関東甲信越,大学（学部）,481,230,61,428,31,6,1,26,15,0.035,4,0.009,0,0,0,0,0,66,0,0.007,0.016,446,7
新潟国際情報大学,私立,関東甲信越,大学（学部）,1216,613,172,831,70,16,4,51,34,0.041,6,0.007,0,0.006,0.012,0,0.005,184,1,0.011,0.006,780,5
新潟産業大学,私立,関東甲信越,大学（学部）,343,124,53,169,10,3,2,16,8,0.047,1,0.006,0.029,0.033,0,0.024,0.031,32,1,0.005,0.011,182,2
新潟青陵大学,私立,関東甲信越,大学（学部）,896,472,120,615,32,7,2,69,19,0.031,2,0.003,0.016,0,0,0.008,0,120,0,0.008,0.01,606,6
新潟薬科大学,私立,関東甲信越,大学（学部）,1602,783,190,875,89,41,2,109,17,0.019,5,0.006,0,0.023,0.01,0.004,0,187,0,0.005,0.004,754,3
神田外語大学,私立,関東甲信越,大学（学部）,3748,1530,435,2156,161,67,6,203,134,0.062,48,0.022,0.027,0.019,0.017,0.009,0.028,464,13,0.021,0.024,2009,48
神奈川工科大学,私立,関東甲信越,大学（学部）,5033,2363,685,3101,308,55,9,285,169,0.054,53,0.017,0.02,0.012,0.019,0.014,0.013,706,9,0.022,0.018,2933,53
神奈川歯科大学,私立,関東甲信越,大学（学部）,510,41,8,72,11,4,0,11,5,0.069,1,0.014,0.1,0,0,0,0,16,0,0.025,0.014,74,1
神奈川大学,私立,関東甲信越,大学（学部）,17766,7234,2037,9622,870,231,45,864,503,0.052,117,0.012,0.015,0.017,0.011,0.01,0.008,1958,16,0.015,0.014,9204,129
身延山大学,私立,関東甲信越,大学（学部）,117,,,45,,,,,,,,,,,,,,,,,,,
人間総合科学大学,私立,関東甲信越,大学（学部）,3355,466,147,364,37,15,0,57,20,0.055,5,0.014,0.079,0,0,0.014,0.021,141,3,0.009,0.008,262,2
諏訪東京理科大学,私立,関東甲信越,大学（学部）,825,307,114,540,58,9,0,49,25,0.046,3,0.006,0.027,0.029,0.01,0.017,0,109,0,0.018,0.011,522,6
清泉女学院大学,私立,関東甲信越,大学（学部）,255,83,23,99,7,5,0,8,3,0.03,0,0,0,0,0,0.038,0,16,0,0,0.009,107,1
清和大学,私立,関東甲信越,大学（学部）,620,376,114,446,23,17,0,30,63,0.141,18,0.04,0.066,0.077,0.074,0.035,0.018,111,2,0.076,0.067,404,27
聖マリアンナ医科大学,私立,関東甲信越,大学（学部）,692,112,20,65,4,0,0,4,1,0.015,0,0,0,0,0,0,0,15,0,0,0,58,0
聖学院大学,私立,関東甲信越,大学（学部）,1919,646,155,1004,75,47,4,68,85,0.085,29,0.029,0.019,0.021,0.032,0.013,0.024,211,5,0.034,0.028,948,27
聖徳大学,私立,関東甲信越,大学（学部）,6924,1643,472,1861,119,39,4,174,106,0.057,25,0.013,0.026,0.017,0.009,0.022,0.011,474,5,0.02,0.019,1691,32
西武文理大学,私立,関東甲信越,大学（学部）,1339,436,128,431,28,12,1,29,36,0.084,9,0.021,0.091,0.047,0.024,0.027,0.019,108,2,0.043,0.022,370,8
跡見学園女子大学,私立,関東甲信越,大学（学部）,3901,1197,326,1679,115,46,5,167,82,0.049,8,0.005,0.024,0.009,0.013,0.011,0.008,357,3,0.01,0.013,1585,21
千葉科学大学,私立,関東甲信越,大学（学部）,1922,993,325,989,130,46,5,103,44,0.044,21,0.021,0.008,0.017,0.034,0.017,0.031,229,7,0.016,0.013,857,11
千葉経済大学,私立,関東甲信越,大学（学部）,890,338,107,467,37,26,0,40,43,0.092,19,0.041,0.038,0.012,0.027,0.018,0.044,114,5,0.028,0.026,430,11
千葉工業大学,私立,関東甲信越,大学（学部）,9208,3972,1171,5238,493,92,24,540,289,0.055,83,0.016,0.027,0.031,0.027,0.028,0.015,1056,16,0.022,0.019,5117,98
千葉商科大学,私立,関東甲信越,大学（学部）,5502,2159,645,3314,279,94,13,263,288,0.087,108,0.033,0.039,0.046,0.019,0.032,0.023,692,16,0.033,0.029,3081,88
洗足学園音楽大学,私立,関東甲信越,大学（学部）,1695,702,230,1038,76,52,6,92,72,0.069,28,0.027,0.034,0.005,0.025,0.036,0.037,217,8,0.025,0.025,1040,26
相模女子大学,私立,関東甲信越,大学（学部）,3007,1130,312,1392,89,36,4,139,69,0.05,15,0.011,0.01,0.021,0.013,0,0.006,330,2,0.02,0.011,1229,13
足利工業大学,私立,関東甲信越,大学（学部）,1127,507,173,725,68,14,2,52,52,0.072,18,0.025,0.022,0.022,0.032,0.021,0.021,140,3,0.029,0.022,729,16
筑波学院大学,私立,関東甲信越,大学（学部）,421,165,47,216,15,19,1,13,9,0.042,5,0.023,0.154,0.019,0,0.03,0,53,0,0.058,0.052,193,10
中央学院大学,私立,関東甲信越,大学（学部）,2482,1085,332,1657,108,65,9,118,179,0.108,57,0.034,0.05,0.054,0.035,0.024,0.013,299,4,0.042,0.038,1612,62
長岡大学,私立,関東甲信越,大学（学部）,262,105,42,156,13,6,1,5,6,0.038,2,0.013,0,0.036,0,0.025,0,37,0,0.04,0.008,130,1
長野大学,私立,関東甲信越,大学（学部）,1234,559,173,635,45,25,2,44,35,0.055,11,0.017,0,0.008,0.017,0.008,0.007,138,1,0.016,0.02,639,13
鶴見大学,私立,関東甲信越,大学（学部）,2142,597,200,841,76,27,4,58,71,0.084,20,0.024,0.036,0.007,0.038,0.036,0.029,171,5,0.035,0.036,808,29
帝京科学大学,私立,関東甲信越,大学（学部）,4634,1966,616,1589,136,51,8,129,94,0.059,29,0.018,0.005,0.007,0.017,0.02,0.019,467,9,0.017,0.014,1311,19
帝京平成大学,私立,関東甲信越,大学（学部）,10267,3982,1176,4534,331,123,19,444,298,0.066,76,0.017,0.048,0.02,0.021,0.026,0.017,1060,18,0.025,0.023,3921,89
田園調布学園大学,私立,関東甲信越,大学（学部）,1215,472,133,560,37,8,0,59,35,0.063,12,0.021,0.037,0.054,0.011,0.034,0.014,139,2,0.036,0.024,544,13
東京工芸大学,私立,関東甲信越,大学（学部）,4079,1563,510,2202,179,74,11,182,154,0.07,44,0.02,0.014,0.036,0.044,0.037,0.026,453,12,0.027,0.022,2134,48
東京国際大学,私立,関東甲信越,大学（学部）,5529,2532,814,3120,218,137,15,248,284,0.091,110,0.035,0.051,0.04,0.023,0.073,0.041,684,28,0.032,0.047,2943,137
東京情報大学,私立,関東甲信越,大学（学部）,1786,725,194,992,55,48,8,94,84,0.085,33,0.033,0.035,0.025,0.02,0.041,0.058,208,12,0.022,0.033,966,32
東京成徳大学,私立,関東甲信越,大学（学部）,1723,688,195,819,62,21,5,65,75,0.092,30,0.037,0.045,0.044,0.056,0.053,0.034,203,7,0.033,0.042,758,32
東京福祉大学,私立,関東甲信越,大学（学部）,6067,1653,441,2258,125,44,7,178,147,0.065,45,0.02,0.024,0.016,0.026,0.022,0.021,567,12,0.026,0.024,1895,45
東都医療大学,私立,関東甲信越,大学（学部）,416,177,36,192,22,5,0,18,3,0.016,1,0.005,0.167,0,0,0,0,67,0,0,0.008,126,1
東邦音楽大学,私立,関東甲信越,大学（学部）,263,116,29,234,22,8,3,18,18,0.077,4,0.017,0,0,0.109,0.019,0,42,0,0.056,0.021,233,5
東洋学園大学,私立,関東甲信越,大学（学部）,1941,707,223,1081,61,44,8,86,101,0.093,38,0.035,0.05,0.045,0.033,0.065,0.053,206,11,0.04,0.039,1064,41
日本ウェルネススポーツ大学,私立,関東甲信越,大学（学部）,431,,,33,,,,,,,,,,,,,,,,,,,
日本医療科学大学,私立,関東甲信越,大学（学部）,1472,711,215,620,54,13,1,70,19,0.031,1,0.002,0.019,0.017,0.008,0.007,0.007,141,1,0.011,0.006,496,3
日本映画大学,私立,関東甲信越,大学（学部）,447,147,34,79,7,9,2,13,8,0.101,3,0.038,,0,0,0.133,0.019,54,1,0,0.083,24,2
日本工業大学,私立,関東甲信越,大学（学部）,4386,2093,631,2974,190,67,11,279,194,0.065,56,0.019,0.014,0.029,0.024,0.013,0.02,563,11,0.022,0.016,2991,48
日本保健医療大学,私立,関東甲信越,大学（学部）,459,140,44,88,11,4,0,8,4,0.045,2,0.023,0,0,0,0.023,0.032,31,1,0.071,0.035,57,2
日本薬科大学,私立,関東甲信越,大学（学部）,1832,815,219,502,61,42,2,61,42,0.084,18,0.036,0.214,0.043,0.024,0.069,0.034,207,7,0.04,0.06,336,20
白鴎大学,私立,関東甲信越,大学（学部）,4699,2220,638,2943,207,78,6,230,146,0.05,39,0.013,0.021,0.028,0.02,0.015,0.008,654,5,0.027,0.022,2727,59
八洲学園大学,私立,関東甲信越,大学（学部）,996,,,32,,,,,,,,,,,,,,,,,,,
武蔵野学院大学,私立,関東甲信越,大学（学部）,283,125,33,198,13,9,0,17,27,0.136,9,0.045,0.094,0.05,0,0.063,0.023,44,1,0.023,0.049,185,9
文京学院大学,私立,関東甲信越,大学（学部）,4588,1834,552,2378,177,54,7,224,130,0.055,39,0.016,0.019,0.013,0.007,0.019,0.021,559,12,0.009,0.021,2192,45
文教大学,私立,関東甲信越,大学（学部）,8632,3409,945,4511,332,86,13,389,186,0.041,47,0.01,0.004,0.019,0.009,0.01,0.009,924,8,0.014,0.009,4401,39
文星芸術大学,私立,関東甲信越,大学（学部）,258,87,24,201,14,7,0,11,16,0.08,4,0.02,0.04,0.071,0,0.029,0.022,46,1,0.019,0.025,200,5
平成国際大学,私立,関東甲信越,大学（学部）,1065,562,199,687,33,34,2,45,56,0.082,22,0.032,0.088,0.023,0.056,0.066,0.013,149,2,0.047,0.047,654,31
放送大学,私立,関東甲信越,大学（学部）,57850,71,71,464,180,17,6,74,25,0.054,12,0.026,0,0.02,0.019,0.01,0,74,0,0.026,0.018,457,8
麻布大学,私立,関東甲信越,大学（学部）,2598,1002,237,1342,108,31,7,167,55,0.041,12,0.009,0.008,0.008,0,0,0.004,284,1,0.006,0.007,1332,9
明海大学,私立,関東甲信越,大学（学部）,3954,1236,334,2090,133,63,11,149,216,0.103,85,0.041,0.045,0.036,0.05,0.036,0.071,448,32,0.032,0.036,2016,73
目白大学,私立,関東甲信越,大学（学部）,5665,1921,568,2604,205,62,11,266,160,0.061,47,0.018,0.02,0.016,0.026,0.012,0.016,561,9,0.027,0.02,2430,49
流通経済大学,私立,関東甲信越,大学（学部）,5024,2221,651,2928,174,100,9,238,262,0.089,78,0.027,0.051,0.055,0.045,0.035,0.017,629,11,0.049,0.038,2796,106
了徳寺大学,私立,関東甲信越,大学（学部）,1162,527,157,625,51,13,2,48,42,0.067,11,0.018,0,0.015,0.009,0.03,0.019,155,3,0.012,0.013,524,7
麗澤大学,私立,関東甲信越,大学（学部）,2211,908,289,1311,106,30,0,134,84,0.064,15,0.011,0.027,0,0.018,0.004,0.011,281,3,0.018,0.007,1259,9
和洋女子大学,私立,関東甲信越,大学（学部）,2465,873,227,1150,88,22,4,99,36,0.031,9,0.008,0.019,0.009,0.033,0.004,0.004,254,1,0.02,0.012,1060,13
獨協医科大学,私立,関東甲信越,大学（学部）,1148,318,74,341,36,2,0,45,6,0.018,0,0,0.014,0,0,0,0,74,0,0,0,290,0
獨協大学,私立,関東甲信越,大学（学部）,8579,3032,824,4623,298,120,14,488,220,0.048,51,0.011,0.011,0.01,0.011,0.012,0.007,896,6,0.012,0.01,4540,44
こども教育宝仙大学,私立,東京,大学（学部）,401,142,32,138,6,5,2,7,16,0.116,2,0.014,0,0.091,0.026,0,0.019,52,1,0.018,0.022,89,2
デジタルハリウッド大学,私立,東京,大学（学部）,710,216,66,369,28,27,4,33,26,0.07,8,0.022,0.056,0.082,0.016,0.051,0.032,62,2,0.044,0.036,385,14
ビジネス・ブレークスルー大学,私立,東京,大学（学部）,855,,,47,,,,,,,,,,,,,,,,,,,
ヤマザキ学園大学,私立,東京,大学（学部）,725,279,77,222,22,3,1,15,15,0.068,5,0.023,0.143,0,0,0,0.023,86,2,0.027,0,136,0
ルーテル学院大学,私立,東京,大学（学部）,377,87,31,156,21,7,2,8,15,0.096,4,0.026,0.023,0.059,0,0.033,0,34,0,0.039,0.034,149,5
亜細亜大学,私立,東京,大学（学部）,6285,2479,676,3254,256,79,8,259,212,0.065,53,0.016,0.037,0.02,0.032,0.01,0.02,696,14,0.028,0.019,3074,57
杏林大学,私立,東京,大学（学部）,4394,1489,428,2029,129,48,5,207,106,0.052,31,0.015,0.015,0.013,0.012,0.014,0.019,468,9,0.019,0.016,1887,30
嘉悦大学,私立,東京,大学（学部）,945,341,78,602,51,26,5,43,50,0.083,20,0.033,0.057,0.039,0.042,0.041,0.044,137,6,0.058,0.05,563,28
学習院女子大学,私立,東京,大学（学部）,1687,348,108,451,32,7,1,60,22,0.049,4,0.009,0,0,0,0,0.028,106,3,0,0,405,0
学習院大学,私立,東京,大学（学部）,8123,1642,453,2320,270,59,5,203,73,0.031,15,0.006,0.013,0.007,0.006,0.006,0.004,535,2,0.005,0.009,2133,19
共立女子大学,私立,東京,大学（学部）,4659,1293,343,1799,145,39,1,231,68,0.038,14,0.008,0.023,0.008,0.003,0.008,0.008,359,3,0.008,0.006,1718,10
玉川大学,私立,東京,大学（学部）,10697,2113,594,3579,248,73,6,389,170,0.047,44,0.012,0.013,0.013,0.017,0.019,0.009,667,6,0.016,0.015,3530,54
桐朋学園大学,私立,東京,大学（学部）,764,183,43,252,14,33,2,27,11,0.044,4,0.016,0.139,0,0,0.048,0,56,0,0.027,0.03,237,7
駒沢女子大学,私立,東京,大学（学部）,1859,711,208,776,50,30,2,61,42,0.054,8,0.01,0.039,0.028,0,0.012,0.016,186,3,0.019,0.012,725,9
駒澤大学,私立,東京,大学（学部）,14982,4783,1453,7233,742,202,26,653,402,0.056,104,0.014,0.014,0.016,0.011,0.021,0.013,1605,21,0.015,0.016,6845,112
恵泉女学園大学,私立,東京,大学（学部）,1383,386,94,691,69,23,7,50,42,0.061,14,0.02,0.008,0.04,0.013,0,0.024,127,3,0.021,0.018,663,12
慶應義塾大学,私立,東京,大学（学部）,36656,4449,1046,7760,1148,176,23,898,244,0.031,52,0.007,0.011,0.009,0.006,0.013,0.005,1516,8,0.009,0.009,7678,72
工学院大学,私立,東京,大学（学部）,6009,2328,630,3096,400,71,8,313,133,0.043,40,0.013,0.03,0.026,0.014,0.015,0.015,650,10,0.012,0.012,2992,36
高千穂大学,私立,東京,大学（学部）,1774,644,185,1132,77,34,2,102,100,0.088,40,0.035,0.039,0.03,0.047,0.029,0.023,221,5,0.038,0.027,1094,30
国際基督教大学,私立,東京,大学（学部）,2561,404,94,756,101,33,1,112,27,0.036,9,0.012,0,0,0.015,0.025,0.028,143,4,0.015,0.016,757,12
国士舘大学,私立,東京,大学（学部）,13039,5241,1538,7031,640,179,29,523,518,0.074,137,0.019,0.019,0.022,0.012,0.014,0.016,1524,25,0.023,0.019,6537,123
国立音楽大学,私立,東京,大学（学部）,1683,692,167,1135,106,41,9,139,55,0.048,14,0.012,0.029,0.022,0.004,0.022,0,240,0,0.024,0.025,1094,27
桜美林大学,私立,東京,大学（学部）,8206,3402,1077,4623,303,177,24,389,302,0.065,76,0.016,0.044,0.022,0.023,0.028,0.017,995,17,0.022,0.022,4268,93
実践女子大学,私立,東京,大学（学部）,3952,1295,378,1706,118,29,8,181,63,0.037,10,0.006,0.003,0.006,0.011,0,0.006,351,2,0.012,0.006,1644,10
芝浦工業大学,私立,東京,大学（学部）,7364,2244,607,2964,508,34,2,353,93,0.031,26,0.009,0.01,0.007,0.008,0,0.01,727,7,0.009,0.004,2712,11
順天堂大学,私立,東京,大学（学部）,3602,1273,360,1443,126,12,3,158,44,0.03,14,0.01,0.012,0.027,0,0,0.006,361,2,0.011,0.005,1321,7
女子栄養大学,私立,東京,大学（学部）,2091,704,190,1021,68,9,1,134,39,0.038,7,0.007,0,0.009,0,0,0,227,0,0.006,0.004,974,4
女子美術大学,私立,東京,大学（学部）,2381,833,265,1293,102,51,4,153,56,0.043,12,0.009,0.041,0.004,0.004,0.003,0.014,281,4,0.008,0.005,1221,6
昭和女子大学,私立,東京,大学（学部）,5420,1427,394,1764,125,42,3,214,59,0.033,15,0.009,0.004,0.007,0.015,0.007,0.005,375,2,0.007,0.005,1655,9
昭和大学,私立,東京,大学（学部）,3214,679,123,851,73,17,1,131,9,0.011,2,0.002,0.009,0.012,0,0,0.005,195,1,0.003,0.005,804,4
昭和薬科大学,私立,東京,大学（学部）,1502,469,95,437,48,8,0,74,5,0.011,1,0.002,0,0,0,0.016,0,103,0,0.003,0.006,345,2
上智大学,私立,東京,大学（学部）,12068,1976,502,2877,362,67,15,324,93,0.032,30,0.01,0.012,0.008,0.007,0.011,0.014,555,8,0.01,0.011,2808,30
上野学園大学,私立,東京,大学（学部）,331,138,43,226,29,15,2,18,12,0.053,5,0.022,0.059,0.031,0,0.018,0,76,0,0.008,0.012,162,2
杉野服飾大学,私立,東京,大学（学部）,685,233,80,577,34,27,4,42,53,0.092,15,0.026,0.026,0.016,0.022,0.019,0.042,96,4,0.03,0.02,596,12
成城大学,私立,東京,大学（学部）,5961,1235,347,1776,164,43,2,196,69,0.039,6,0.003,0.007,0.014,0.008,0.008,0.005,409,2,0.014,0.012,1659,20
成蹊大学,私立,東京,大学（学部）,7588,2047,591,2853,243,45,14,322,113,0.04,24,0.008,0.014,0.005,0.004,0.005,0.008,603,5,0.007,0.008,2739,22
星薬科大学,私立,東京,大学（学部）,1800,502,102,453,73,12,2,82,8,0.018,0,0,0,0.02,0,0.019,0,110,0,0.003,0.005,376,2
清泉女子大学,私立,東京,大学（学部）,1909,434,107,611,52,22,5,45,30,0.049,4,0.007,0.029,0,0,0.013,0.015,135,2,0.004,0.01,575,6
聖心女子大学,私立,東京,大学（学部）,2192,391,107,572,49,21,1,56,44,0.077,10,0.017,0,0.029,0,0,0.009,113,1,0.008,0.013,542,7
聖路加国際大学,私立,東京,大学（学部）,373,78,21,152,12,3,1,24,4,0.026,0,0,0,0,0,0,0,30,0,0.015,0,152,0
青山学院大学,私立,東京,大学（学部）,17409,3713,1089,6097,637,149,16,589,300,0.049,66,0.011,0.01,0.014,0.016,0.019,0.009,1151,10,0.017,0.015,6003,88
